HH Profile_ID,14Q_Scheme,Q01_Income_C,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill_C,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type
1100,Scheme 2,216000000,Khác,Nhân viên,Class 7,1026000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1103,Scheme 2,350511600,Công chức nhà nước,Nhân viên,Class 7,491000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1104,Scheme 3,150000000,Làm nông,Không có / Chức vụ khác,Không,361000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1110,Scheme 1,125760000,Khác,Không có / Chức vụ khác,Không,1173000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1111,Scheme 3,72000000,Khác,Không có / Chức vụ khác,Không,37000,3,Samsung / Vivo / OPPO,Class 3,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1112,Scheme 1,357709632,Khác,Không có / Chức vụ khác,Không,623000,>4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1115,Scheme 3,226556880,Khác,Không có / Chức vụ khác,Class 7,249000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1116,Scheme 1,444778800,Lao động tự do,Không có / Chức vụ khác,Không,740000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1117,Scheme 2,132000000,Lao động tự do,Không có / Chức vụ khác,Class 7,822000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1118,Scheme 2,216000000,Lao động tự do,Không có / Chức vụ khác,Class 7,730000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1119,Scheme 2,295461600,Lao động tự do,Không có / Chức vụ khác,Class 7,392000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1120,Scheme 2,300000000,Khác,Không có / Chức vụ khác,Class 7,676000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1121,Scheme 3,156000000,Khác,Không có / Chức vụ khác,Không,770000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1123,Scheme 2,319200000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,494000,4,Apple,Class 3,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1126,Scheme 1,480000000,Công nhân nhà máy,Nhân viên,Class 7,362000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1130,Scheme 3,247179600,Làm nông,Không có / Chức vụ khác,Không,360000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1131,Scheme 2,240000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,472000,4,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1132,Scheme 3,128400000,Khác,Nhân viên,Class 6,233000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1134,Scheme 3,174883200,Công chức nhà nước,Nhân viên,Không,174000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1135,Scheme 1,368005200,Công chức nhà nước,Không có / Chức vụ khác,Không,389000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1140,Scheme 2,144000000,Làm nông,Không có / Chức vụ khác,Class 7,1789000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1141,Scheme 1,264000000,Lao động tự do,Quản lý cấp cao,Class 7,3891000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1144,Scheme 2,157726800,Công chức nhà nước,Không có / Chức vụ khác,Không,750000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1149,Scheme 1,269721600,Lao động tự do,Không có / Chức vụ khác,Class 7,1539000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1150,Scheme 1,360000000,Làm nông,Nhân viên,Không,594000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác
1157,Scheme 2,348000000,Công nhân nhà máy,Nhân viên,Class 7,642000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1159,Scheme 3,180000000,Làm nông,Không có / Chức vụ khác,Class 7,322000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1165,Scheme 3,275160000,Khác,Không có / Chức vụ khác,Không,256000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1167,Scheme 3,249886920,Khác,Không có / Chức vụ khác,Không,464000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1168,Scheme 3,120000000,Lao động tự do,Không có / Chức vụ khác,Không,27000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng
1170,Scheme 3,323808000,Công chức nhà nước,Quản lý cấp trung,Class 7,329000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1175,Scheme 3,168000000,Lao động tự do,Không có / Chức vụ khác,Class 7,802000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1176,Scheme 1,399462000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,203000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1177,Scheme 1,199200000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,1208000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1178,Scheme 2,204000000,Khác,Nhân viên,Class 7,792000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1179,Scheme 1,324000000,Lao động tự do,Không có / Chức vụ khác,Không,1494000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố lớn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1181,Scheme 2,282000000,Lao động tự do,Nhân viên,Không,632000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1182,Scheme 1,400918800,Khác,Không có / Chức vụ khác,Không,618000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1185,Scheme 2,243413676,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,432000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1186,Scheme 2,309192000,Lao động tự do,Không có / Chức vụ khác,Class 6,506000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1189,Scheme 2,236864400,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,1481000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1190,Scheme 1,347896572,Công chức nhà nước,Quản lý cấp trung,Không,1253000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1196,Scheme 3,36000000,Lao động tự do,Không có / Chức vụ khác,Class 7,282000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1199,Scheme 1,274598220,Công chức nhà nước,Quản lý cấp trung,Class 7,611000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Có khoản vay khác
1200,Scheme 2,446199960,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,146000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1202,Scheme 2,298034544,Nhân viên văn phòng cho cty vừa và nhỏ,Giám đốc,Class 7,315000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1203,Scheme 3,75600000,Khác,Không có / Chức vụ khác,Không,217000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Có khoản vay khác
1205,Scheme 1,354000000,Công chức nhà nước,Nhân viên,Class 7,1325000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Sở hữu 1 ngôi nhà khác,Không,"Có khoản vay mua nhà, mua ô tô"
1206,Scheme 1,166800000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,2026000,4,Samsung / Vivo / OPPO,Class 3,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1207,Scheme 1,248964000,Công nhân nhà máy,Không có / Chức vụ khác,Không,1131000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1210,Scheme 2,258000000,Nhân viên văn phòng cho cty vừa và nhỏ,Giám đốc,Không,679000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1212,Scheme 1,304215360,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,1043000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1214,Scheme 2,322800000,Lao động tự do,Không có / Chức vụ khác,Không,500000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1218,Scheme 3,96000000,Lao động tự do,Không có / Chức vụ khác,Không,200000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1219,Scheme 1,294513600,Công nhân nhà máy,Không có / Chức vụ khác,Không,872000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1221,Scheme 3,60000000,Lao động tự do,Không có / Chức vụ khác,Không,52000,3,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1223,Scheme 2,253344000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,169000,3,Apple,Class 3,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1225,Scheme 3,180000000,Khác,Không có / Chức vụ khác,Không,506000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
1226,Scheme 2,240000000,Lao động tự do,Không có / Chức vụ khác,Không,644000,>4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1228,Scheme 2,210000000,Làm nông,Không có / Chức vụ khác,Không,763000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1233,Scheme 3,195828000,Công chức nhà nước,Nhân viên,Không,327000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản vay mua nhà, mua ô tô"
1234,Scheme 3,298320408,Khác,Không có / Chức vụ khác,Không,392000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1235,Scheme 3,146868840,Công chức nhà nước,Nhân viên,Class 7,277000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1237,Scheme 3,318000000,Làm nông,Không có / Chức vụ khác,Không,320000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1238,Scheme 3,162000000,Lao động tự do,Không có / Chức vụ khác,Class 7,520000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1239,Scheme 2,132720000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,858000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1240,Scheme 3,177406800,Khác,Không có / Chức vụ khác,Không,455000,>4,Samsung / Vivo / OPPO,Class 4,Không,Class - Special / 1,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1243,Scheme 2,171600000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,1713000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1245,Scheme 3,173845344,Công chức nhà nước,Nhân viên,Class 7,315000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1248,Scheme 1,252000000,Khác,Không có / Chức vụ khác,Class 7,1288000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1249,Scheme 3,141600000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,295000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1250,Scheme 1,296640000,Làm nông,Không có / Chức vụ khác,Không,1936000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu hơn 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1252,Scheme 3,174648000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,497000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1253,Scheme 3,151570200,Công chức nhà nước,Nhân viên,Class 7,705000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1255,Scheme 2,324324000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,592000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1257,Scheme 2,162000000,"Nhân viên văn phòng cho cty lớn, doanh nghiệp đa quốc gia",Không có / Chức vụ khác,Không,854000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1258,Scheme 1,288000000,Khác,Không có / Chức vụ khác,Không,1427000,>4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
1260,Scheme 3,137549640,Công chức nhà nước,Nhân viên,Class 7,272000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1261,Scheme 3,199087200,Công chức nhà nước,Nhân viên,Class 7,296000,3,Samsung / Vivo / OPPO,Class 4,Không,Class - 4 / 5,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1262,Scheme 3,192000000,Làm nông,Không có / Chức vụ khác,Class 7,115000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1263,Scheme 3,77041200,Làm nông,Không có / Chức vụ khác,Class 7,300000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Có khoản vay khác
1264,Scheme 1,385333896,Chủ doanh nghiệp,Chủ doanh nghiệp,Không,576000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1265,Scheme 2,312000000,Làm nông,Không có / Chức vụ khác,Không,567000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1266,Scheme 2,155036352,Chủ doanh nghiệp,Chủ doanh nghiệp,Class 7,668000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1268,Scheme 2,138000000,Công nhân nhà máy,Không có / Chức vụ khác,Class 7,866000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1269,Scheme 3,203103600,Công chức nhà nước,Không có / Chức vụ khác,Không,713000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1270,Scheme 3,130944000,Công chức nhà nước,Nhân viên,Không,477000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1271,Scheme 1,336000000,Lao động tự do,Chủ doanh nghiệp,Class 7,2333000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1272,Scheme 1,334608000,Công chức nhà nước,Không có / Chức vụ khác,Không,791000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1274,Scheme 1,329577600,Công chức nhà nước,Không có / Chức vụ khác,Không,1355000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1275,Scheme 1,252000000,Khác,Giám đốc,Không,769000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1276,Scheme 2,190800000,Công chức nhà nước,Không có / Chức vụ khác,Class 7,759000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1278,Scheme 2,121020000,Lao động tự do,Không có / Chức vụ khác,Class 7,1250000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1280,Scheme 2,331490400,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,596000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,"Có khoản vay mua nhà, mua ô tô"
1281,Scheme 3,147600000,Khác,Nhân viên,Không,371000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1287,Scheme 3,331740000,Công chức nhà nước,Không có / Chức vụ khác,Class 7,410000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1288,Scheme 3,132000000,Làm nông,Không có / Chức vụ khác,Class 7,418000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1289,Scheme 3,153338400,Công nhân nhà máy,Không có / Chức vụ khác,Class 7,328000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
1290,Scheme 1,132725496,Công nhân nhà máy,Nhân viên,Class 5,941000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
1291,Scheme 3,90606000,Bán buôn tự do,Nhân viên,Class 7,429000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1292,Scheme 3,139294680,Công chức nhà nước,Nhân viên,Class 7,213000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
1294,Scheme 3,180000000,Khác,Không có / Chức vụ khác,Class 7,263000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
1297,Scheme 2,238197600,Khác,Không có / Chức vụ khác,Không,1736000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
1298,Scheme 3,108960000,Khác,Không có / Chức vụ khác,Class 7,1113000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
