Application ID,Long,Lat,Coordination,Address
725,106.6982154,10.79279279,"106.69821543666491,10.792792792792794","Thị Xã Sông Cầu,Phú Yên"
726,0,0,"0,0","Bình Thạnh,Hồ Chí Minh"
727,106.6818552,10.774063,"106.6818552,10.774063","Sa Đéc,Đồng Tháp"
728,0,0,"0,0","Tiền Hải,Thái Bình"
729,105.7981252,20.96174197,"105.79812520336706,20.96174196691461","Thị Xã Cửa Lò,Nghệ An"
730,107.5466731,16.4476222,"107.5466731,16.4476222","Huế,Thừa Thiên Huế"
731,0,0,"0,0","Thường Tín,Hà Nội"
732,106.6879731,10.9805563,"106.6879731,10.9805563","Thủ Dầu Một,Bình Dương"
733,106.7544006,10.81881514,"106.7544005623073,10.818815137887135","Gò Vấp,Hồ Chí Minh"
734,106.7100516,10.80260905,"106.7100516214541,10.802609046528332","9,Hồ Chí Minh"
735,105.7938184,21.0244347,"105.7938184,21.0244347","Cầu Giấy,Hà Nội"
736,105.7067253,21.12254151,"105.70672528434943,21.122541510285032","Đan Phượng,Hà Nội"
737,105.6505856,18.6318848,"105.6505856,18.6318848","Vinh,Nghệ An"
738,105.9142755,21.0318446,"105.9142755,21.0318446","Long Biên,Hà Nội"
739,105.6805069,18.66531878,"105.68050685438382,18.665318780023206","Vinh,Nghệ An"
740,0,0,"0,0","Tân Bình,Hồ Chí Minh"
741,106.8098984,10.8704098,"106.8098984,10.8704098","Ia Grai,Gia Lai"
742,105.7984593,21.12949222,"105.79845934734051,21.129492220536086","Đông Anh,Hà Nội"
743,0,0,"0,0","Nam Định,Nam Định"
744,105.8003611,20.96600837,"105.8003611478522,20.96600836861732","Vinh,Nghệ An"
745,105.757852,10.03672246,"105.7578520361134,10.036722460222665","Gò Vấp,Hồ Chí Minh"
746,0,0,"0,0","Mỹ Hào,Hưng Yên"
747,0,0,"0,0","Văn Giang,Hưng Yên"
748,105.7991806,20.96405852,"105.79918061593149,20.96405852217964","Thị Xã Phú Thọ,Phú Thọ"
749,105.1334002,21.42498013,"105.13340021097046,21.424980134524304","Cẩm Khê,Phú Thọ"
750,106.2201949,20.6133053,"106.2201949,20.6133053","Hưng Hà,Thái Bình"
751,0,0,"0,0","Mê Linh,Hà Nội"
752,0,0,"0,0","Phổ Yên,Thái Nguyên"
753,107.2531941,16.70452068,"107.25319410016888,16.704520681313664","Hải Lăng,Quảng Trị"
754,107.1451765,11.01880102,"107.14517646103293,11.018801018536179","Thống Nhất,Đồng Nai"
755,107.5727589,16.450754,"107.5727589,16.450754","Huế,Thừa Thiên Huế"
756,0,0,"0,0","Ba Đình,Hà Nội"
757,106.3314543,20.93145033,"106.33145425622678,20.931450334660855","Hải Dương,Hải Dương"
758,0,0,"0,0","Cầu Giấy,Hà Nội"
759,105.8043029,21.0365663,"105.8043029,21.0365663","Cầu Giấy,Hà Nội"
760,106.5112,10.1686,"106.5112,10.1686","Ba Tri,Bến Tre"
761,108.0831395,10.9360005,"108.0831395,10.9360005","Phan Thiết,Bình Thuận"
762,106.6477179,10.785096,"106.6477179,10.785096","Vạn Ninh,Khánh Hòa"
763,0,0,"0,0","6,Hồ Chí Minh"
764,106.6645122,10.5191963,"106.6645122,10.5191963","Cần Giuộc,Long An"
765,106.7044215,10.7717107,"106.70442150154666,10.771710700912514","Thủ Đức,Hồ Chí Minh"
766,106.676224,10.8232704,"106.676224,10.8232704","Gò Vấp,Hồ Chí Minh"
769,0,0,"0,0","Thạch Thất,Hà Nội"
770,105.7481118,21.05168964,"105.74811179247193,21.051689637440088","Vĩnh Tường,Vĩnh Phúc"
771,106.7407,10.6969,"106.7407,10.6969","Nhà Bè,Hồ Chí Minh"
773,0,0,"0,0","1,Hồ Chí N"
774,0,0,"0,0","Quốc Oai,Hà Nội"
775,106.9027491,11.53734488,"106.90274907180451,11.537344876204727","Đồng Xoài,Bình Phước"
776,105.3376053,20.82897657,"105.33760526303062,20.828976574030353","Hòa Bình,Hoà Bình"
777,107.5878891,16.46256012,"107.58788907703577,16.462560116812792","Phong Điền,Thừa Thiên Huế"
778,0,0,"0,0","Ân Thi,Hưng Yên"
779,106.6867106,10.77413749,"106.68671062282759,10.774137491604074","3,Hồ Chí Minh"
780,106.7730729,10.8768991,"106.7730729,10.8768991","Thủ Đức,Hồ Chí Minh"
781,106.8101719,10.87077988,"106.8101718863044,10.870779883903817","Củ Chi,Hồ Chí Minh"
782,106.6787037,10.76838749,"106.67870365539979,10.768387492617883","3,Hồ Chí Minh"
783,0,0,"0,0","9,Hồ Chí Minh"
784,0,0,"0,0","Huế,Thừa Thiên Huế"
785,106.7199874,20.86106217,"106.71998735937474,20.861062168750674","Vĩnh Bảo,Hải Phòng"
786,106.1890503,21.20128,"106.18905033066953,21.201280003412094","Yên Dũng,Bắc Giang"
787,0,0,"0,0","Việt Trì,Phú Thọ"
788,105.704241,19.817877,"105.704241,19.817877","Đông Sơn,Thanh Hóa"
789,106.8101941,10.8706216,"106.8101941,10.8706216","9,Hồ Chí Minh"
790,105.8212525,21.00028628,"105.82125253650533,21.00028628179847","Hưng Yên,Hưng Yên"
791,0,0,"0,0","Yên Thủy,Hòa Bình"
793,105.7718272,20.9649664,"105.7718272,20.9649664","Hoàn Kiếm,Hà Nội"
794,107.0824307,10.52676059,"107.08243070150253,10.52676059232452","Tân Thành,Bà Rịa - Vũng Tàu"
795,106.7367442,10.9074677,"106.7367442,10.9074677","Thuận An,Bình Dương"
796,0,0,"0,0","Krông Năng,Đắk Lắk"
797,106.6966163,20.83418071,"106.69661628428459,20.834180707025386","Ngô Quyền,Hải Phòng"
798,0,0,"0,0","Nam Định,Nam Định"
799,106.2768021,20.92297274,"106.27680205624829,20.922972737030257","Hải Dương,Hải Dương"
800,0,0,"0,0","Thái Nguyên,Thái Nguyên"
801,0,0,"0,0","Thị Xã Hoàng Mai,Nghệ An"
802,105.8130538,21.04126862,"105.81305381478539,21.041268620733486","Ý Yên,Nam Định"
803,106.681338,10.8207043,"106.681338,10.8207043","Gò Vấp,Hồ Chí Minh"
804,106.6970338,10.8223245,"106.6970338,10.8223245","Pleiku,Gia Lai"
805,0,0,"0,0","Cẩm Giàng,Hải Dương"
806,0,0,"0,0","Quy Nhơn,Bình Định"
807,0,0,"0,0","Tịnh Biên,An Giang"
808,0,0,"0,0","Vinh,Nghệ An"
809,109.0157019,14.42894944,"109.01570191178536,14.428949436872694","Thị Xã Hoài Nhơn,Bình Định"
810,106.7009,10.7765,"106.7009,10.7765","Cẩm Lệ,Đà Nẵng"
811,0,0,"0,0","Tân Phú,Hồ Chí Minh"
812,106.6804796,10.83319641,"106.68047960840401,10.833196414667182","Gò Vấp,Hồ Chí Minh"
813,105.6174675,21.0223491,"105.6174675,21.0223491","Thạch Thất,Hà Nội"
814,105.1497569,9.180167,"105.1497569,9.180167","Cà Mau,Cà Mau"
815,0,0,"0,0","Hoàng Mai,Hà Nội"
816,105.537259,21.0090105,"105.537259,21.0090105","HBT,Hà Nội"
817,0,0,"0,0","Tây Ninh,Tây Ninh"
818,106.8079405,10.86980052,"106.80794049995653,10.86980051827698","Phú Quí,Bình Thuận"
819,0,0,"0,0","Thái Bình,Thái Bình"
820,0,0,"0,0","3,Hồ Chí Minh"
821,0,0,"0,0","Long Xuyên,An Giang"
822,106.8102434,10.8707601,"106.81024335786117,10.870760099341155","An Nhơn,Bình Định"
823,0,0,"0,0","Nam Từ Liêm,Hà Nội"
824,105.829258,21.0020694,"105.829258,21.0020694","Thanh Xuân,Hà Nội"
825,105.5980477,18.6262421,"105.5980477,18.6262421","Hưng Nguyên,Nghệ An"
828,0,0,"0,0","Thủ Đức,Hồ Chí Minh"
829,106.6908841,17.23807307,"106.69088412086171,17.23807307427492","Lệ Thủy,Quảng Bình"
830,0,0,"0,0","Biên Hòa,Đồng Nai"
831,106.6729472,10.7216896,"106.6729472,10.7216896","Chợ Gạo,Tiền Giang"
832,0,0,"0,0","Quy Nhơn,Bình Định"
833,0,0,"0,0","Thủ Đức,Hồ Chí Minh"
834,105.7756573,20.9728501,"105.7756573,20.9728501","Xuân Trường,Nam Định"
835,0,0,"0,0","Vĩnh Tường,Vĩnh Phúc"
836,0,0,"0,0","Chương Mỹ,Hà Nội"
837,105.8526793,21.0374344,"105.85267931936275,21.03743439622082","Hai Bà Trưng,Hà Nội"
838,0,0,"0,0","Quy Nhơn,Bình Định"
839,0,0,"0,0","Nam Từ Liêm,Hà Nội"
840,105.8792872,21.0436453,"105.8792872,21.0436453","Xuân Trường,Nam Định"
841,0,0,"0,0","Hạ Long,Quảng Ninh"
842,105.6056947,10.67039227,"105.60569465365147,10.67039227126122","Tam Nông,Đồng Tháp"
843,106.7641628,10.8565698,"106.7641628,10.8565698","Hồng Ngự,Đồng Tháp"
844,0,0,"0,0","Cầu Giấy,Hà Nội"
845,105.2540928,21.4237184,"105.2540928,21.4237184","Phú Thọ,Phú Thọ"
846,0,0,"0,0","Vĩnh Thuận,Kiên Giang"
847,0,0,"0,0","6,HCM"
848,106.626856,11.1830646,"106.626856,11.1830646","Bàu Bàng,Bình Dương"
849,105.7024386,18.1736196,"105.70243861290939,18.17361959693198","Hương Khê,Hà Tĩnh"
850,106.6602901,10.7567576,"106.6602901,10.7567576","Biên Hòa,Đồng Nai"
851,0,0,"0,0","Hòa Thành,Tây Ninh"
852,0,0,"0,0","Nha Trang,Khánh Hòa"
853,105.8486981,21.0036074,"105.8486981,21.0036074","Hai Bà Trưng,Hà Nội"
854,105.3934355,21.32421277,"105.39343548929284,21.32421277175905","Lâm Thao,Phú Thọ"
855,0,0,"0,0","Nam Định,Nam Định"
856,105.9067162,21.10070448,"105.90671620249613,21.100704481752036","Gia Lâm,Hà Nội"
857,-79.2788992,43.8206464,"-79.2788992,43.8206464","Hà Đông,Hà Nội"
858,105.7619968,20.9846272,"105.7619968,20.9846272","Hoài Đức,Hà Nội"
859,0,0,"0,0","Đống Đa,Hà Nội"
860,107.6017488,16.48584981,"107.60174880845793,16.485849807298923","Huế,Thừa Thiên Huế"
861,0,0,"0,0","Thị Xã Sơn Tây,Hà Nội"
862,106.6703367,10.808305,"106.67033671251903,10.808305001153942","Ngô Quyền,Hải Phòng"
863,0,0,"0,0","Cầu Giấy,Hà Nội"
864,109.2474818,13.5508646,"109.2474818,13.5508646","Thị Xã Sông Cầu,Phú Yên"
865,106.8310933,10.5843936,"106.8310933,10.5843936","Cần Giờ,Hồ Chí Minh"
866,0,0,"0,0","Thị Xã Phổ Yên,Thái Nguyên"
867,0,0,"0,0","Thống Nhất,Đồng Nai"
868,105.6556487,18.7314671,"105.6556487,18.7314671","Vinh,Nghệ An"
869,105.7900902,20.98273184,"105.7900902337853,20.982731842620872","Hà Đông,Hà Nội"
870,105.6662421,20.9219609,"105.6662421,20.9219609","Chương Mỹ,Hà Nội"
871,105.7995709,20.96385044,"105.79957085698967,20.963850444458274","Kỳ Anh,Hà Tĩnh"
872,106.7629835,10.85603597,"106.76298347125835,10.856035968890554","Hồng Ngự,Đồng Tháp"
873,0,0,"0,0","Thanh Hà,Hải Dương"
874,106.6723719,10.79844443,"106.67237190734686,10.798444426339968","Phú Nhuận,Hồ Chí Minh"
875,0,0,"0,0","Bình Xuyên,Vĩnh Phúc"
876,0,0,"0,0","Đông Anh,Hà Nội"
877,0,0,"0,0","Cầu Giấy,Hà Nội"
878,106.7105015,10.79349275,"106.71050147553979,10.793492745425079","Bình Thạnh,Hồ Chí Minh"
879,0,0,"0,0","Quỳnh Lưu,Nghệ An"
880,108.1640122,16.0699869,"108.1640122,16.0699869","Hải Châu,Đà Nẵng"
881,0,0,"0,0","Nam Từ Liêm,Hà Nội"
882,109.1108864,12.2683392,"109.1108864,12.2683392","Nha Trang,Khánh Hòa"
883,0,0,"0,0","Thọ Xuân,Thanh Hóa"
884,105.9869971,21.2217339,"105.9869971,21.2217339","Yên Phong,Bắc Ninh"
885,105.8129651,21.04163308,"105.81296509066924,21.04163308357264","Vĩnh Bảo,Hải Phòng"
886,0,0,"0,0","Kim Bôi,Hoà Bình"
887,105.6705801,20.7635461,"105.6705801,20.7635461","Ứng Hòa,Hà Nội"
888,0,0,"0,0","Thị Xã Từ Sơn,Bắc Ninh"
889,105.8690453,20.9922581,"105.8690453,20.9922581","Lạng Sơn,Lạng Sơn"
890,106.601578,10.75156888,"106.60157803630558,10.751568879980445","1,Hồ Chí Minh"
891,106.5811968,10.5906176,"106.5811968,10.5906176","Châu Thành,Long An"
892,105.3713346,21.51126928,"105.3713345980913,21.51126927579295","Lập Thạch,Vĩnh Phúc"
893,0,0,"0,0","Thọ Xuân,Thanh Hóa"
894,108.9427399,10.54842884,"108.94273990971897,10.548428836021172","Phú Quý,Bình Thuận"
895,105.8404078,20.95464398,"105.84040778703701,20.954643977966107","Thanh Trì,Hà Nội"
896,108.1675973,16.05558999,"108.16759726717666,16.05558999172226","Liên Chiểu,Đà Nẵng"
897,0,0,"0,0","Bù Đốp,Bình Phước"
898,106.6678623,10.77659363,"106.6678623475276,10.77659362811462","Thành Ph . Long Xuyên,An Giang"
899,0,0,"0,0","Tam Dương,Vĩnh Phúc"
900,0,0,"0,0","Vinh,Nghệ An"
901,0,0,"0,0","Thanh Hóa,Thanh Hóa"
902,105.8305442,21.00169839,"105.83054420632165,21.001698391918495","Hai Bà Trưng,Hà Nội"
903,0,0,"0,0","Hải Châu,Đà Nẵng"
904,105.8010486,21.026804,"105.8010486,21.026804","Đống Đa,Hà Nội"
905,0,0,"0,0","Thị Xã Đông Triều,Quảng Ninh"
906,108.1746132,16.05097383,"108.17461317927906,16.050973830790607","Thanh Khê,Đà Nẵng"
907,107.5698248,16.4758688,"107.56982482742723,16.475868804688265","TT- Huế,Thừa Thiên Huế"
908,105.7809982,20.97350502,"105.78099821975732,20.973505020089526","Chương Mỹ,Hà Nội"
909,0,0,"0,0","Hạ Long,Quảng Ninh"
910,0,0,"0,0","Hải Dương,Hải Dương"
911,105.8782801,20.60934741,"105.87828005181545,20.60934741264368","Thanh Liêm,Hà Nam"
912,105.7030249,21.24072266,"105.70302490795365,21.240722664048352","Phúc Yên,Vĩnh Phúc"
913,105.8503716,21.01583221,"105.85037158107527,21.015832213698175","Yên Lạc,Vĩnh Phúc"
914,0,0,"0,0","Bắc Ninh,Bắc Ninh"
915,0,0,"0,0","Tiểu Cần,Trà Vinh"
916,108.2175508,16.07478787,"108.21755081587958,16.07478787343213","Hải Châu,Đà Nẵng"
917,0,0,"0,0","Lạng Sơn,Lạng Sơn"
918,105.692356,18.68707648,"105.69235604266234,18.687076480145276","Nam Đàn,Nghệ An"
919,105.8588025,21.00465619,"105.85880249852232,21.004656191259127","Cẩm Phả,Quảng Ninh"
920,106.6545098,10.79192164,"106.65450984759387,10.791921639348445","Cà Mau,Cà Mau"
921,106.7678031,10.7780768,"106.7678031,10.7780768","Thủ Đức,Hồ Chí Minh"
922,106.1123763,21.0611225,"106.1123763,21.0611225","Thuận Thành,Bắc Ninh"
923,106.7521262,10.7905395,"106.7521262,10.7905395","Móng Cái,Quảng Ninh"
924,106.6993333,20.8617825,"106.6993333,20.8617825","Ngô Quyền,Hải Phòng"
925,0,0,"0,0","Hoài Đức,Hà Nội"
926,105.6601435,18.72174105,"105.6601434683883,18.72174104671738","Vinh,Nghệ An"
927,0,0,"0,0","Thọ Xuân,Thanh Hóa"
928,0,0,"0,0","Pleiku,Gia Lai"
929,0,0,"0,0","Hậu Lộc,Thanh Hóa"
930,105.7987318,20.9954975,"105.7987318,20.9954975","Thanh Xuân,Hà Nội"
931,0,0,"0,0","Đồng Xoài,Bình Phước"
932,105.8602752,21.01681043,"105.86027524747361,21.016810426665987","Gia Lâm,Hà Nội"
933,0,0,"0,0","Hoài Đức,Hà Nội"
934,105.6556574,18.7314592,"105.6556574,18.7314592","Lộc Hà,Hà Tĩnh"
935,106.8931886,10.96804377,"106.8931885848211,10.968043772197298","Biên Hòa,Đồng Nai"
936,105.8281623,21.00449225,"105.82816227780494,21.004492251175","Văn Lâm,Hưng Yên"
937,0,0,"0,0","Tân An,Long An"
938,0,0,"0,0","Bình Chánh,Hồ Chí Minh"
939,106.6813329,10.81997058,"106.68133294755363,10.819970577925098","Đồng Xoài,Bình Phước"
940,0,0,"0,0","Ba Vì,Hà Nội"
941,106.777009,10.829364,"106.777009,10.829364","Móng Cái,Quảng Ninh"
942,0,0,"0,0","Đông Hưng,Thái Bình"
943,106.1314309,11.30857086,"106.13143093897781,11.308570859997232","Tây Ninh,Tây Ninh"
944,106.7609656,10.9815679,"106.7609656,10.9815679","Tân Uyên,Bình Dương"
945,105.8389947,20.86398644,"105.83899473113738,20.863986442396296","Thường Tín,Hà Nội"
946,0,0,"0,0","Buôn Ma Thuột,Đắk Lắk"
947,105.7384817,21.0460248,"105.7384817,21.0460248","Hoàng Mai,Hà Nội"
948,0,0,"0,0","Nam Từ Liêm,Hà Nội"
949,105.8601,21.0161864,"105.8601,21.0161864","Hậu Lộc,Thanh Hóa"
950,106.6818711,10.77403616,"106.6818710692988,10.774036158473391","Hàm Tân,Bình Thuận"
951,0,0,"0,0","Triệu Sơn,Thanh Hóa"
952,106.4480087,10.94682241,"106.44800866963942,10.946822413253548","Củ Chi,HCM"
953,105.8126989,21.04165208,"105.81269886493817,21.04165208364171","Vũ Thư,Thái Bình"
954,0,0,"0,0","Gò Vấp,Hồ Chí Minh"
955,0,0,"0,0","5,Hồ Chí Minh"
